Date,AAL.L,ABF.L,ADM.L,AHT.L,ANTO.L,AZN.L,BKG.L,BLND.L,BNZL.L,BRBY.L,BT-A.L,CCH.L,CCL.L,CNA.L,CPG.L,CRDA.L,CRH.L,DCC.L,DGE.L,DLG.L,EVR.L,EXPN.L,EZJ.L,FERG.L,FRES.L,GLEN.L,GSK.L,GVC.L,HLMA.L,HSBA.L,IAG.L,IHG.L,III.L,IMB.L,INF.L,ITRK.L,ITV.L,JMAT.L,KGF.L,LAND.L,LGEN.L,LLOY.L,LSE.L,MCRO.L,MKS.L,MNDI.L,MRO.L,MRW.L,NMC.L,NXT.L,OCDO.L,PPB.L,PRU.L,PSN.L,PSON.L,RBS.L,RDSA.L,REL.L,RIO.L,RMG.L,RMV.L,RSA.L,RTO.L,SBRY.L,SDR.L,SGE.L,SGRO.L,SKG.L,SLA.L,SMDS.L,SMIN.L,SMT.L,SSE.L,STAN.L,STJ.L,SVT.L,TUI.L,ULVR.L,VOD.L,WPP.L,WTB.L
2017-07-31,1256.681396,3224.022949,1818.702026,1610.517334,988.841309,4197.795898,3594.009521,560.508606,2248.226074,1749.355713,260.452759,2587.678223,5100.354004,176.56842,1590.306519,3702.877197,2565.737305,6872.371094,2468.962891,339.556702,245.40329,1516.21106,1114.728271,4609.169922,1566.963989,341.290771,1393.046143,719.08374,1075.954102,680.284973,572.55896,3700.284912,9.062338,2837.973145,665.370422,5006.027344,148.164429,2680.744629,288.028198,990.615234,241.549759,57.90649,3887.118164,2238.100098,293.343597,2038.799683,210.789505,238.306503,2705.282227,3962.25,309.799988,6563.77832,1715.462646,2308.887939,579.342041,246.55864,2061.621338,1636.677002,3347.767334,364.314056,357.452301,621.882813,299.142548,224.891953,3125.80835,665.579041,508.325043,2268.871826,397.182343,432.426025,1487.535645,4.256657,1292.395264,739.207336,1060.761597,2130.473633,1018.939697,4273.813477,200.899109,1328.226929,3637.63208
2017-08-31,1246.0271,3098.827637,1711.331665,1767.133789,906.676697,4651.632813,3621.811035,551.800659,2206.375977,1713.33667,261.559509,2471.213135,4526.777344,165.174057,1523.883301,3689.110596,2681.030273,7067.470215,2372.615967,330.341278,250.661423,1462.548584,1134.301147,4902.564941,1369.606689,324.677155,1369.416016,756.396912,1102.533081,674.825928,555.7052,3812.873047,8.534208,2846.144775,653.67041,4880.631348,163.205078,3316.985107,287.642761,894.223022,245.130859,62.386597,3782.73877,2219.78833,324.366791,1950.205933,203.89093,226.778687,2741.15332,5047.574707,292.700012,7203.736328,1701.685303,2242.026611,589.317871,262.610901,2215.711182,1595.685547,3176.752441,355.072205,350.774963,581.2948,296.477417,227.087387,3144.789307,671.345764,511.430756,2238.133545,400.788055,428.169678,1518.345581,4.16047,1267.000854,711.942993,1068.393433,2040.334595,986.221436,4115.101563,189.46582,1295.488892,3645.375732
2017-09-30,1320.90979,3233.728027,1849.49353,1905.63623,918.792542,4723.918457,3645.196533,550.884094,2282.289795,1851.571777,239.816635,2490.787109,4734.839844,149.981598,1591.269165,4069.401367,2695.524414,6965.04248,2487.716309,337.700378,231.040955,1547.432861,1248.010986,5272.059082,1269.201172,347.166443,1248.896362,878.667053,1163.56604,672.262512,595.498657,4029.206543,6.019748,2744.688477,677.988525,5340.376953,153.676208,3279.159424,301.229889,896.47522,251.827393,62.902412,3714.590332,2459.715088,315.830811,1771.234497,212.096298,218.734711,2881.648682,4722.265137,287.700012,7490.524902,1764.075562,2433.058838,677.426697,276.509796,2331.004883,1689.262695,3245.812012,346.015167,360.227264,592.922852,331.194672,231.478333,3274.142578,716.518677,518.109863,2176.749512,404.139984,452.579865,1512.568726,4.395239,1253.396851,720.391174,1097.294067,1982.119629,1059.44812,4067.938721,195.636169,1247.785034,3574.714111
2017-11-01,1264.166626,2861.053223,1848.532104,1865.362549,875.475952,4484.53125,3718.275635,583.781616,2058.440674,1670.503296,240.277298,2318.536133,4548.729004,130.396118,1443.020386,4155.963379,2440.619385,6979.675781,2484.331055,324.163269,229.279083,1509.381348,1310.458008,5409.203125,1258.478394,324.78714,1177.136475,858.516235,1260.03772,678.82666,573.963379,4200.148438,8.422039,2739.325195,729.542908,5148.418945,151.625183,2939.702393,325.391418,866.77832,252.016052,60.793072,3732.368164,2314.643311,287.469421,1717.737549,209.877945,211.027283,2838.80249,4296.196289,352.600006,8093.26709,1770.743286,2205.556396,681.759949,268.190033,2323.121582,1684.388916,3202.821289,408.397705,369.458313,573.598694,313.737457,218.687363,3233.836914,733.818848,523.357727,2169.959473,404.516144,479.695679,1455.319824,4.3257,1241.606323,708.871033,1131.788574,1970.852295,1062.564087,3967.418701,203.530594,1242.635376,3453.718018
2017-12-01,1441.373047,2736.828613,1924.473022,1956.71521,967.403381,4807.469727,4089.518799,641.788513,2029.832886,1744.488159,250.319565,2368.449707,4700.313477,123.813171,1540.248413,4302.827637,2527.173096,7324.500977,2635.702637,346.785675,272.283936,1596.217041,1364.516846,5409.203125,1393.001953,372.988739,1233.903076,866.951477,1240.349609,709.253662,622.295471,4557.483887,8.538882,2885.794678,702.30658,5109.042969,156.935394,3003.733887,328.996063,945.466187,257.769409,62.690552,3746.195313,2346.261475,295.450287,1878.228394,204.669556,214.53952,2874.673584,4342.257813,397.100006,8579.348633,1815.035767,2377.485596,708.722168,272.105225,2480.0,1695.111328,3605.746582,418.194092,412.444153,596.222107,313.638794,233.617264,3295.701904,766.977661,560.093018,2431.86792,410.534027,459.708374,1462.189209,4.327081,1197.16626,748.903381,1142.97583,2063.571777,1199.669067,3960.575684,217.266937,1274.96106,3905.816406
2018-01-01,1589.370728,2679.947021,1776.436646,2067.713623,896.171692,4587.327148,3864.434326,620.53479,2018.077026,1546.808594,239.585266,2315.600098,4775.257324,120.341354,1427.136475,4361.184082,2484.371826,7265.630371,2449.510742,335.519867,297.670441,1583.533203,1547.197998,5226.422363,1310.143188,386.091156,1231.943848,868.825989,1262.761963,694.641296,611.97168,4550.723633,6.634634,2641.969482,677.210388,4945.632324,158.357758,3379.811035,338.056335,939.650818,255.222839,64.026169,3878.541992,1999.390381,282.78009,1825.704102,218.365631,216.588348,3326.052246,4945.635254,503.600006,7947.441895,1815.512085,2172.560059,668.086182,281.599548,2481.5,1518.679443,3587.452637,441.835632,404.470215,584.062012,292.926819,244.359406,3486.919678,720.074829,554.749695,2397.916748,400.09671,447.183258,1568.664063,4.62977,1183.108521,786.823792,1108.015259,1864.564087,1240.956421,3840.092773,207.651718,1215.063477,3789.618164
2018-02-01,1656.346436,2579.927002,1771.630127,2081.889648,837.453674,4482.65332,3755.302734,589.31366,1915.213867,1502.236206,224.907227,2334.195313,4610.958008,128.953262,1510.336304,4495.404785,2284.633057,6510.122559,2379.386475,347.785034,342.036652,1527.373047,1564.906982,5222.471191,1188.779541,369.497955,1219.628052,836.959595,1191.564697,663.197021,587.500427,4538.168945,6.634634,2387.206299,676.43219,4836.36377,151.720001,3062.343262,348.675385,869.491211,247.677444,63.372173,3978.295654,1941.361816,277.430481,1850.020752,220.198227,220.198135,3421.70874,4716.418945,553.200012,8205.06543,1743.596436,2258.524414,705.255615,262.023621,NaN,1455.319824,3591.111328,527.003052,392.00528,595.185242,285.628296,250.649872,3232.899658,665.67511,545.398865,2465.818848,346.123627,426.040771,1567.682617,4.652129,1135.026489,778.375732,1076.317871,1629.763672,1203.174561,3584.246582,188.375046,1325.350952,3791.571289
2018-03-01,1545.092407,2442.644775,1772.591431,1910.532715,886.545776,4726.513672,3691.967285,602.451172,2052.364746,1661.423218,213.371109,2577.891113,4429.995117,128.231857,1421.92395,4442.883789,2291.291016,6436.534668,2356.462646,346.422272,347.962891,1509.213257,1495.469482,5433.556641,1236.545166,338.367737,1323.595703,861.328003,1165.854614,627.784302,587.500427,4121.92041,6.644099,2261.774658,698.999329,4587.310059,136.690247,2971.498779,284.961029,878.964661,243.150208,59.5588,4075.086426,928.616455,253.591721,1862.665527,222.802399,208.295547,3387.830322,4622.207031,530.799988,7096.79834,1694.065063,2196.873535,721.240356,253.312317,NaN,1428.026489,3302.980957,508.934387,398.421051,593.865479,267.973785,231.101105,2992.002197,623.254761,573.64209,2795.629639,338.225128,418.045868,1485.25061,4.414132,1182.28064,684.198792,1012.922791,1760.049316,1293.272949,3829.231689,179.564194,1076.728882,3612.880127
2018-03-31,1625.23291,2651.51001,1915.821533,2002.120117,936.022949,4926.850586,4027.017578,638.426514,2068.039063,1786.323853,233.957901,2391.938477,4570.246582,138.692398,1524.013184,4338.813965,2504.488281,6868.25293,2529.387207,340.062531,385.128601,1636.330811,1518.956177,5662.919434,1242.88147,335.402954,1387.591675,852.273865,1209.364014,684.392517,602.412537,4483.748535,6.644099,2428.191406,718.842896,4824.55127,143.802109,3217.658203,295.969788,937.076965,254.656937,59.5588,4246.938965,1179.12085,270.016083,1970.63208,219.908875,237.173996,3555.229004,5104.921387,538.400024,6980.13916,1817.629883,2474.547119,802.897522,264.470612,NaN,1515.2677,3732.45459,546.953918,418.401703,632.72113,302.789673,299.037872,3168.088623,619.354553,628.269287,3001.276123,343.490753,464.060974,1567.682617,4.716224,1279.568481,743.825989,1059.536865,1851.678711,1392.7229,3947.337158,195.632706,1186.06543,4180.199707
2018-04-30,1708.709839,2598.558105,1850.935303,2295.59375,1047.593018,5277.320801,4199.095703,643.74353,2243.39624,2026.818848,192.174683,2515.254395,4678.577637,131.56839,1580.18689,4579.760742,2683.033936,7079.206543,2698.892334,336.641785,429.34021,1807.620361,1632.639038,5972.35498,1317.348145,362.896332,1447.030029,971.162537,1334.947998,679.863831,650.590271,4703.587891,6.644099,2526.549805,777.48407,5380.737793,159.80304,3431.582764,297.33371,881.330078,264.98587,60.043491,4421.754883,1254.403931,266.543457,2031.9104,230.645569,239.808167,3511.386475,5633.284668,898.0,9024.931641,1756.056274,2581.185303,882.440552,269.266724,NaN,1640.133667,4010.543945,479.008148,450.205719,627.33136,341.25766,308.038025,3106.665283,645.875977,636.436218,3057.940918,342.433624,496.863953,1743.967896,4.936235,1267.060181,731.800598,1140.523804,1898.447998,1478.630737,4014.134521,177.345306,1171.804199,4115.754395
2018-05-31,1611.351929,2684.849854,1870.351563,2238.474854,983.515503,5071.672852,3743.187988,638.236572,2279.766846,2115.963623,204.273529,2477.085205,4236.831543,150.28511,1581.163818,4766.484863,2595.701904,6841.016113,2659.324951,322.893616,427.322968,1840.013306,1598.247559,5956.316406,1133.901001,353.093597,1471.445313,1003.630066,1354.725098,677.446655,634.722229,4611.743652,7.193041,2657.796143,827.637878,5679.677246,171.006943,3535.125977,297.0,907.212585,261.253693,59.89151,4453.707031,1245.464111,288.501251,2032.640259,207.874222,250.214142,3569.178955,5876.098633,1027.5,8222.495117,1681.877319,2308.666016,866.193359,250.669601,NaN,1610.358154,3973.654541,475.6203,528.212036,653.895264,349.425507,310.844543,3030.846436,618.193665,650.825562,3040.093018,318.204376,468.292236,1682.05481,5.266748,1255.478271,671.673889,1097.945557,1889.380371,1407.111328,4092.363525,169.948975,1134.249512,3931.081299
2018-06-30,1647.480835,2417.840332,1942.420166,2305.441895,996.430359,5662.547363,3691.762451,633.890259,2249.96582,2093.618408,218.998474,2734.0,4312.85498,141.800903,1613.967651,5101.985352,2535.539795,6994.802734,2737.48291,323.835297,477.03479,1863.136841,1546.6604,5820.725586,1030.27832,326.270203,1521.269287,1117.266602,1391.3125,696.320313,693.720764,4599.041992,7.422373,2751.977295,782.439941,5842.635254,162.014343,3730.20459,296.700012,907.622192,258.012573,59.25507,4379.993164,1176.297729,301.112793,2078.228516,211.001602,259.448212,3796.0,5765.375488,1106.0,8212.587891,1750.238403,2354.482666,904.951782,249.984436,NaN,1650.058838,3969.398193,441.270996,484.542511,620.016663,337.970581,323.800201,2987.657959,611.702942,646.547607,3103.552246,305.112762,486.688904,1598.843628,5.32881,1158.190308,667.21283,1153.440796,1897.446899,1380.450317,4251.489258,180.303726,1168.593018,3887.391602
2018-07-31,1465.695068,2254.352783,2039.492188,2326.123047,800.323303,5594.963379,3602.756592,610.27063,2382.083008,2250.614746,203.851486,2638.0,4513.634277,136.605515,1632.671753,5062.28125,2563.680176,6900.546387,2632.458008,311.59375,421.023895,1908.870117,1456.860474,5986.339844,889.668579,305.835632,1500.878052,1052.331421,1424.426025,654.093079,674.960938,4640.079102,7.422373,2584.334473,755.67804,5101.375488,157.886581,3468.296631,273.5,882.303528,249.762451,56.329365,4606.115234,1228.05481,297.300018,2125.798828,217.842773,264.909241,3812.0,5437.936035,1079.5,7137.720215,1682.362061,2308.0,897.904846,236.183411,NaN,1697.203369,3460.986084,436.636658,490.908905,607.889648,323.726624,321.027588,2951.188232,585.543335,635.075073,3103.552246,315.468811,477.032379,1587.946899,5.415546,1221.473267,608.152893,1082.636475,1962.673218,1203.556396,4287.609863,159.462158,1253.394531,4563.589355
2018-08-31,1679.423096,2255.337646,2039.492188,2428.697754,849.399719,5823.676758,3671.302734,592.219788,2396.983643,2002.202637,221.02356,2613.0,4682.283203,147.663589,1679.432007,5202.0,2437.533936,6910.468262,2694.837158,311.527283,518.072388,1959.077393,1255.28833,6309.821289,821.400024,323.539093,1495.799805,877.10199,1438.361694,645.442688,645.062622,4697.306641,7.43214,2540.290039,762.200012,4960.277832,155.13475,3533.773682,258.0,850.438538,262.200012,57.315041,4586.0,1395.37915,282.342133,2104.0,195.364609,257.561676,3394.0,5432.003906,899.200012,6490.0,1721.525024,2243.493652,876.343262,246.698105,NaN,1616.0,3762.196289,464.998535,468.527039,553.41449,318.399994,318.651062,3004.876465,576.692322,625.437744,3012.32959,305.899994,461.871613,1481.456421,5.396604,1117.165405,621.271667,1112.420532,1813.584595,1246.721924,4148.51416,159.462158,1102.418579,4683.73584
2018-09-30,1632.831909,2349.884521,2013.0,1928.906372,784.799988,5850.045898,3493.675049,568.408142,2295.660645,1799.498291,235.9841,2310.0,4189.877441,140.323318,1516.017212,4820.0,2297.04248,6662.425293,2684.430664,316.913361,496.493683,1792.05127,1146.381958,5116.621582,848.599976,318.850006,1470.882813,909.339478,1321.89917,621.448242,589.564941,4038.897705,7.43214,2523.170898,713.599976,4658.209961,146.387833,2949.440918,254.699997,831.710266,251.5,55.332661,4315.0,1189.415527,289.381134,1844.5,165.995804,248.100006,3532.0,5145.276367,855.200012,6720.0,1536.604126,2176.141357,884.811218,233.277725,NaN,1550.0,3688.019043,349.894104,449.776001,549.61554,316.200012,308.154816,2601.960938,535.387634,602.687378,2566.0,270.5,379.404907,1384.376587,4.716072,1112.778687,536.437439,985.522888,1827.316406,1099.451172,4080.126953,143.292999,871.150818,4368.97168
2018-11-01,1526.588623,2387.30957,2084.0,1753.007568,800.400024,5974.078125,3219.250488,549.096863,2399.963623,1765.217407,257.026947,2334.0,4474.902832,137.75,1652.360229,4876.0,2099.510498,5858.76709,2798.408691,315.470673,415.207733,1895.448364,1062.791626,4959.34082,753.400024,290.149994,1578.337402,717.184509,1365.697021,647.85553,611.255859,4127.34082,7.43214,2292.0625,691.200012,4697.0,145.199997,2900.829346,250.0,792.717712,244.899994,53.534008,4033.0,1502.265503,286.154938,1709.5,173.820694,237.600006,3298.0,4845.695313,831.200012,6975.0,1507.251587,1802.383911,948.616943,215.318115,NaN,1632.5,3450.942383,311.688385,437.600006,528.386536,330.0,302.015472,2453.416016,571.775085,591.508423,2126.0,265.399994,329.189545,1376.451782,4.938496,1067.936035,594.913513,977.743713,1794.948486,945.409546,4175.574219,163.76619,865.799988,4565.575195
2018-12-01,1703.595825,2012.076416,2047.0,1631.423218,783.200012,5735.779297,3471.721191,518.559143,2369.0,1724.477783,233.580612,2452.0,3730.295898,134.899994,1624.304077,4685.0,2025.191406,5985.0,2770.161865,306.52594,456.427734,1893.957153,1055.626709,4956.377441,860.0,291.350006,1469.409912,654.103333,1357.733887,630.886292,618.0,4163.700684,7.832558,2319.657715,630.200012,4800.0,124.849998,2799.0,207.5,794.393738,231.0,50.139782,4062.0,1349.989014,247.199997,1633.5,161.271347,213.25,2736.0,3945.964111,790.0,6400.0,1371.740845,1830.842651,924.000549,213.837921,NaN,1616.5,3616.750488,265.198303,432.25,500.14621,337.200012,265.0,2371.862061,591.44397,577.191345,2082.0,256.75,294.901001,1351.191284,4.4827,1054.28833,594.815857,917.941406,1815.5,952.60376,4076.089111,152.899994,846.599976,4579.0
2019-01-01,1893.664063,2388.0,2071.0,1921.930176,869.799988,5402.746582,3753.0,557.655334,2400.0,1801.5,232.399994,2558.0,4270.55957,136.399994,1605.107788,4821.0,2141.559326,6225.0,2875.715332,323.838348,473.240997,1900.916504,1207.522339,5032.446777,1005.0,309.450012,1455.614502,652.162354,1400.0,623.084351,644.0,4265.410156,6.91351,2464.087402,676.400024,4908.0,129.300003,3043.0,222.699997,854.437439,259.399994,55.990231,4579.0,1416.365967,288.799988,1839.5,165.995804,234.25,2576.0,4847.0,991.200012,6265.0,1453.438721,2252.97998,892.097717,237.718292,NaN,1686.5,4060.360107,268.100006,472.0,499.367157,337.0,285.200012,2534.970215,615.636719,634.459412,2202.0,251.649994,332.243988,1430.935303,4.7054,1140.561646,599.306519,912.106995,1998.5,976.725769,3953.067383,138.580002,869.799988,4887.0
2019-02-01,1952.828857,2243.0,2182.0,2003.0,936.799988,5995.564453,3950.0,596.332825,2373.0,1889.5,214.699997,2536.0,4179.358887,124.5,1665.0,4811.0,2329.3125,6525.0,2887.608887,343.074371,536.314453,1963.5,1172.653198,5157.912109,860.0,303.950012,1475.519409,637.119934,1554.0,597.727966,599.0,4431.486328,6.82147,2449.937012,705.200012,5086.0,131.100006,3093.0,242.100006,888.409485,280.600006,61.444199,4507.0,1826.828979,273.0,1728.5,171.163177,230.100006,2704.0,5088.0,1034.5,6030.0,1555.683228,2308.0,833.018372,262.190765,NaN,1729.0,4204.351563,282.799988,482.100006,497.614319,351.0,229.0,2655.359375,650.057312,648.188049,2142.0,246.75,330.56897,1417.066772,4.938,1188.5,587.298889,945.557434,2019.0,677.275513,3976.381836,134.279999,825.799988,4853.0
2019-03-01,2001.564209,2439.0,2170.0,1852.5,966.0,6135.0,3689.0,581.33075,2532.0,1954.5,222.949997,2615.0,3765.0,114.199997,1804.5,5038.0,2322.467285,6635.0,3138.0,339.515686,589.319031,2079.0,1117.5,4824.984375,870.799988,317.950012,1596.800049,542.498169,1672.0,623.299988,512.0,4535.161133,6.88396,2624.5,744.200012,4857.0,127.099998,3142.0,234.800003,902.037842,275.299988,60.090378,4751.0,1996.5,278.899994,1698.0,180.267593,227.550003,2284.0,5580.0,1370.5,5945.0,1504.316406,2058.512207,823.368774,243.737732,NaN,1641.5,4325.556152,238.300003,510.0,494.498138,353.299988,235.699997,2623.320313,701.200012,660.347717,2154.0,263.950012,330.963074,1421.524536,5.01,1187.0,577.243774,999.62262,1976.0,735.599976,4395.0,139.800003,810.799988,5078.0
2019-03-31,2137.5,2477.0,2232.0,2009.0,980.400024,6118.0,3843.0,605.599976,2526.0,1957.0,227.0,2555.0,3941.0,112.050003,1806.0,5040.0,2484.0,6900.0,3109.0,325.858093,638.0,2090.0,1059.0,5137.166016,872.599976,328.700012,1587.800049,583.0,1751.5,648.599976,524.599976,4739.5,10.29,2552.0,770.0,4983.0,133.199997,3297.0,250.100006,919.799988,285.700012,60.554543,4929.0,1944.0,287.100006,1784.0,188.929108,229.800003,2464.0,5656.0,1370.0,6302.0,1636.5,2246.0,824.156494,254.100006,NaN,1674.0,4588.5,263.299988,518.099976,524.799988,363.100006,239.699997,2834.0,704.799988,683.400024,2324.0,280.100006,340.421997,1461.644165,5.205,1168.5,640.0,1014.208557,1974.0,745.0,4399.5,144.460007,852.200012,5042.0
