Date,AAV.TO,ABX.TO,AC.TO,ACB.TO,ACO-X.TO,AD.TO,AEM.TO,AGI.TO,AIF.TO,ALA.TO,AP-UN.TO,AQN.TO,ARE.TO,ARX.TO,ASR.TO,ATA.TO,ATD-B.TO,AX-UN.TO,BAD.TO,BAM-A.TO,BB.TO,BBD-B.TO,BBU-UN.TO,BCB.TO,BCE.TO,BEI-UN.TO,BEP-UN.TO,BIP-UN.TO,BIR.TO,BLX.TO,BMO.TO,BNS.TO,BPY-UN.TO,BTE.TO,BTO.TO,BYD-UN.TO,CAE.TO,CAR-UN.TO,CAS.TO,CCA.TO,CCL-B.TO,CCO.TO,CEU.TO,CFP.TO,CG.TO,CGX.TO,CHE-UN.TO,CHP-UN.TO,CHR.TO,CIGI.TO,CIX.TO,CJR-B.TO,CLS.TO,CM.TO,CMG.TO,CNQ.TO,CNR.TO,CP.TO,CPG.TO,CPX.TO,CRR-UN.TO,CSH-UN.TO,CSU.TO,CTC-A.TO,CU.TO,CUF-UN.TO,CVE.TO,CWB.TO,D-UN.TO,DGC.TO,DII-B.TO,DOL.TO,DOO.TO,DRG-UN.TO,DSG.TO,ECA.TO,ECN.TO,EDV.TO,EFN.TO,EFX.TO,EIF.TO,ELD.TO,EMA.TO,EMP-A.TO,ENB.TO,ENGH.TO,ERF.TO,ESI.TO,EXE.TO,FCR.TO,FFH.TO,FM.TO,FNV.TO,FR.TO,FRU.TO,FSV.TO,FTS.TO,FTT.TO,FVI.TO,G.TO,GC.TO,GEI.TO,GIB-A.TO,GIL.TO,GOOS.TO,GRT-UN.TO,GTE.TO,GUD.TO,GUY.TO,GWO.TO,H.TO,HBC.TO,HBM.TO,HCG.TO,HR-UN.TO,HSE.TO,IAG.TO,IFC.TO,IFP.TO,IGM.TO,IMG.TO,IMO.TO,INE.TO,IPL.TO,ITP.TO,IVN.TO,K.TO,KEL.TO,KEY.TO,KL.TO,KML.TO,KMP-UN.TO,KXS.TO,L.TO,LB.TO,LIF.TO,LNR.TO,LUC.TO,LUN.TO,MAG.TO,MAXR.TO,MEG.TO,MFC.TO,MFI.TO,MG.TO,MIC.TO,MRE.TO,MRU.TO,MSI.TO,MTL.TO,MX.TO,NA.TO,NFI.TO,NG.TO,NGD.TO,NPI.TO,NSU.TO,NTR.TO,NVA.TO,NVU-UN.TO,NWC.TO,NXE.TO,OGC.TO,ONEX.TO,OR.TO,OSB.TO,OTEX.TO,PAAS.TO,PBH.TO,PD.TO,PEY.TO,PKI.TO,POU.TO,POW.TO,PPL.TO,PSI.TO,PSK.TO,PVG.TO,PWF.TO,PXT.TO,QBR-B.TO,QSR.TO,RBA.TO,RCI-B.TO,REI-UN.TO,RNW.TO,RUS.TO,RY.TO,SAP.TO,SCL.TO,SES.TO,SHOP.TO,SIA.TO,SJ.TO,SJR-B.TO,SLF.TO,SMF.TO,SNC.TO,SPB.TO,SRU-UN.TO,SSL.TO,SSRM.TO,STN.TO,SU.TO,SW.TO,T.TO,TA.TO,TCL-A.TO,TCN.TO,TCW.TO,TD.TO,TECK-B.TO,TFII.TO,THO.TO,TIH.TO,TOG.TO,TOU.TO,TOY.TO,TRI.TO,TRP.TO,TRQ.TO,TSGI.TO,TXG.TO,UNS.TO,VET.TO,VII.TO,WCN.TO,WCP.TO,WEED.TO,WEF.TO,WFT.TO,WJA.TO,WN.TO,WPK.TO,WPM.TO,WSP.TO,WTE.TO,X.TO,YRI.TO,ZZZ.TO
2014-07-01,5.83,18.922644,9.61,NaN,41.7635,22.71439,38.856892,9.466991,19.921434,36.006092,28.960527,6.714702,13.97434,24.216084,2.49,14.83,29.013239,10.614074,29.608597,30.043409,10.19,3.681529,NaN,6.812384,39.034023,53.770664,24.93401,23.027994,9.509513,11.605952,65.492355,59.707314,18.445433,43.008831,2.82,42.665104,12.780942,19.065664,6.143515,54.402435,18.788155,19.916012,8.47492,23.09,5.324568,32.150238,15.025533,8.368405,NaN,34.986393,28.035089,15.712332,11.7,80.484306,10.950718,41.523514,67.344894,199.068588,34.56749,19.036863,9.655539,8.871897,249.806229,94.690331,32.797146,12.518085,29.92334,35.711388,20.79863,12.29,32.475807,13.987463,25.688465,6.354201,14.69,22.353817,NaN,8.6,12.884861,16.204916,12.395982,8.012916,27.196062,22.902002,43.24506,15.375361,21.310356,12.78083,5.647906,15.688428,468.134918,25.517683,58.247269,11.57,19.128288,NaN,27.55933,26.827101,5.93,28.416492,15.79,24.162642,39.110001,30.305885,NaN,31.319796,7.23,5.13,3.12,26.023445,NaN,15.759341,11.557561,48.373096,17.324507,29.85869,41.905937,64.325592,14.98,38.357918,4.03,52.210529,8.264736,25.033239,12.221229,1.51,4.36,12.86,32.574787,0.5013,NaN,NaN,15.0,38.880619,39.503273,22.638988,57.197651,2.182157,6.043489,9.85,73.254684,39.099998,18.636618,18.407347,52.964443,30.436728,12.130203,21.632664,13.940645,22.744131,64.787384,39.288761,11.153082,4.12,6.71,13.67926,3.720963,NaN,10.01,20.794699,19.455826,0.29,2.965044,62.465111,14.711523,17.393942,27.610022,15.084202,19.550764,12.987716,28.505899,16.822178,52.214893,25.861296,35.98653,23.466139,33.383835,7.46,27.784052,14.21,12.739175,NaN,24.146078,35.990696,21.315891,8.03008,20.985151,66.358566,31.023422,50.333729,20.174681,NaN,9.923176,25.780846,21.230478,34.292801,4.71,52.19614,10.398211,20.853544,7.34,10.01,32.34898,38.605202,20.719999,NaN,10.092237,11.636692,6.550253,15.329391,47.967648,24.323551,24.470108,27.520298,23.892462,10.520956,50.161617,NaN,37.26358,43.289413,3.79,29.1,15.2,12.564651,54.170052,NaN,37.134232,12.753755,2.43,1.928405,48.147614,25.043325,80.373474,26.542236,26.937363,31.423159,28.218063,49.70013,8.902371,NaN
2014-08-01,6.72,19.2012,8.49,NaN,40.881054,23.860121,39.853722,9.759784,18.433968,38.486523,29.671619,7.492977,14.102077,25.420776,2.47,13.33,32.019817,10.928566,27.417337,32.087921,11.05,3.612438,NaN,7.453336,38.694111,57.200047,25.904419,24.552567,11.090066,11.504444,68.09153,58.118019,18.897123,44.962112,2.8,44.116093,12.34022,19.812069,5.820656,56.544174,19.728083,19.263626,9.686808,25.219999,6.160346,33.8913,15.484631,8.394964,NaN,34.4105,28.417067,15.999652,11.96,82.631401,10.442143,41.401203,72.149323,209.111755,35.144264,20.178642,9.75275,8.978313,259.914185,103.184753,32.772026,12.924788,30.986605,34.896259,20.967583,13.69,29.505766,14.586351,26.132563,6.697089,15.2,23.867548,NaN,9.1,12.839361,18.417068,14.275429,8.90434,28.029156,22.709991,43.876152,15.93637,21.42358,11.877795,6.522171,16.062557,456.881805,24.086872,57.841263,11.14,19.477638,NaN,27.534693,29.018473,5.59,29.102917,19.75,26.329695,38.48,29.570656,NaN,31.507324,7.29,5.47,3.24,26.072605,NaN,15.721042,10.856803,50.535439,17.408993,29.795677,41.143368,65.378235,16.639999,38.69696,4.37,53.992882,8.414289,26.972954,12.893393,1.45,4.3,13.66,38.388493,0.522188,NaN,NaN,17.48,39.293861,38.139236,21.915531,60.473789,2.071345,5.609746,8.9,74.639229,38.73,18.360582,18.950115,55.76442,29.636168,13.510569,21.450083,14.168787,23.733959,66.376022,42.114651,11.843258,4.29,7.03,14.13138,4.044525,NaN,11.65,20.68054,19.974648,0.51,2.841104,62.374195,14.229021,17.685249,27.810358,14.688733,21.407738,13.245751,30.050001,16.958944,56.446003,25.82905,39.490131,29.258795,33.552528,8.08,27.791969,14.03,13.355433,NaN,23.624741,37.46143,21.485588,8.10874,21.897791,67.202766,30.541162,53.74464,23.462,NaN,10.607799,28.492609,21.834436,33.352367,4.84,50.45628,11.125878,21.353428,6.46,10.21,34.649601,38.484478,30.440001,NaN,10.108356,12.640574,6.787009,15.300174,48.574112,22.983105,24.842884,26.520075,24.938038,11.59577,53.816483,NaN,37.272636,46.241318,3.66,29.5,17.700001,12.865952,53.403557,NaN,38.138237,14.851634,2.47,2.062555,53.362709,26.230761,78.953278,27.869343,25.688856,31.362974,30.742384,47.383862,8.864081,NaN
2014-09-01,5.69,15.859848,8.55,NaN,39.666595,22.471746,31.106922,8.715486,17.41576,34.706318,28.501827,7.327387,12.918388,23.975954,2.1,12.97,35.153263,10.569121,25.948475,31.201508,11.16,3.721009,NaN,7.094041,37.856205,57.375042,27.711617,23.063292,9.265006,11.145179,67.118767,55.883327,19.549917,39.362549,2.28,39.52644,12.468761,19.717808,5.709373,51.611206,19.480917,17.904476,8.419549,25.08,4.746346,34.384872,15.345046,7.994305,NaN,33.494793,26.971479,16.334217,11.35,79.991272,9.54804,38.011528,73.461327,223.168442,31.72987,19.209209,9.556022,9.078366,271.497894,105.417114,32.984097,12.729929,26.921179,33.806545,20.297117,8.78,30.21418,14.969251,23.87261,6.45975,15.41,22.639425,NaN,6.7,12.35709,16.836599,14.100102,7.486136,28.559086,23.40094,43.659874,16.472795,18.365438,10.712593,6.27751,14.557731,457.59314,21.376814,51.902294,8.73,17.444221,NaN,28.712795,27.187874,4.52,24.652687,18.440001,25.267838,37.84,29.161808,NaN,30.046207,6.19,6.14,2.58,26.643553,NaN,17.042303,9.445417,47.119778,16.533085,27.92321,40.865955,64.139847,16.15,36.039577,3.1,49.373711,8.248994,27.105349,14.202816,1.14,3.72,12.0,36.373142,0.396863,NaN,NaN,15.94,40.635067,37.120052,15.967135,55.78149,1.841195,5.330222,8.33,75.295517,34.380001,18.146658,17.892653,48.380486,27.496712,12.319293,23.084372,13.430617,20.992229,68.256828,41.084129,11.347517,3.38,5.67,13.573617,3.640073,NaN,10.43,20.171179,18.142555,0.42,2.202332,61.438229,13.415395,18.043896,28.365654,11.683586,21.565405,11.607155,27.635811,17.552109,60.049938,25.055145,37.395111,26.438459,30.021856,5.85,27.088268,12.45,13.574076,NaN,23.088181,35.432838,20.197081,8.09087,21.119955,66.603706,28.934221,51.659893,21.1563,NaN,10.440288,28.147877,21.957071,33.787342,3.94,46.933578,10.614152,21.121929,4.8,6.83,34.266171,34.949051,30.0,NaN,9.60632,12.255752,6.760704,12.758261,46.894169,19.743681,23.990822,21.709505,24.727087,10.213071,48.500313,NaN,37.179695,45.647778,4.21,30.940001,14.7,12.744531,51.63501,NaN,39.087952,12.975533,2.29,1.893493,53.071911,28.034241,80.86824,26.447439,21.1766,30.743963,28.40505,47.86227,6.432681,NaN
2014-10-01,4.83,12.884322,9.3,NaN,40.200924,24.570976,25.507874,8.207978,19.489876,34.225414,29.763496,7.693059,12.547591,21.641325,1.87,14.1,37.454369,10.930055,25.762489,34.235947,11.84,3.687042,NaN,6.300689,40.065071,59.605824,28.953527,24.77947,7.614596,11.230581,66.575478,55.681641,21.367933,32.193851,1.88,42.734264,13.327391,20.984745,5.820775,55.4259,20.099087,17.82284,7.831636,26.24,4.160144,35.346611,15.114622,8.215935,NaN,34.40403,26.250341,13.672596,12.38,82.607307,9.681999,34.532936,73.644989,225.443161,29.413647,18.606134,9.699954,9.287704,307.354492,113.519791,32.84919,12.934426,25.119341,32.552708,20.850193,6.6,29.889847,15.761962,24.227886,6.543366,15.9,20.04899,NaN,4.8,11.920316,14.184683,14.164996,6.107893,30.890776,23.424999,43.431854,17.367302,14.055999,9.336067,6.262692,15.491222,469.575806,16.808783,49.984921,5.78,15.914078,NaN,30.454468,25.044859,3.9,20.230101,20.440001,23.877426,38.689999,31.955667,NaN,32.560665,5.14,5.82,2.3,26.122429,NaN,18.780949,8.525386,50.514191,17.047174,24.716673,40.028713,67.293175,17.139999,34.009609,2.14,50.71946,8.80798,26.556026,14.532424,0.85,2.41,9.49,36.308201,0.313312,NaN,NaN,16.75,42.807076,38.814819,14.650036,55.559536,1.943484,4.848285,6.78,77.859566,27.200001,18.020279,18.284092,50.628838,30.603682,11.323365,24.409641,13.938432,18.043358,61.355114,42.802982,11.320862,2.77,4.09,13.228223,3.453921,NaN,10.37,20.929132,19.134432,0.34,1.754238,62.65004,13.320786,17.328745,28.503021,9.889762,21.965282,9.014986,24.947456,18.250715,44.183273,24.190962,37.170921,22.887926,29.644327,5.16,26.365946,10.33,13.955155,NaN,25.33172,36.19149,20.987581,8.521053,20.222891,66.570412,29.768555,45.396698,18.288181,NaN,11.094829,31.400131,23.22607,33.362923,2.75,44.194191,9.217882,22.015978,3.24,4.91,33.567245,34.727142,30.84,NaN,8.960449,12.874813,7.202799,9.836522,47.063858,16.578735,24.596014,18.604065,24.818346,8.450854,39.50972,NaN,38.209423,44.329861,3.78,34.25,12.000001,12.891652,48.598991,22.700001,44.664204,11.856437,1.83,1.961118,57.391701,28.627928,84.782455,28.231922,18.569807,29.81068,29.485685,47.372898,4.320783,NaN
2014-11-01,5.11,13.038393,11.18,NaN,41.868649,25.412086,25.623119,7.63309,21.184645,31.292423,31.691914,8.094437,10.286454,22.097586,2.04,14.43,38.629417,11.090285,28.697468,35.675705,11.85,4.33302,NaN,6.937214,42.698719,54.937878,28.783072,25.851429,8.898248,11.435553,68.995377,57.425564,22.247889,22.768837,1.86,45.393917,13.973456,21.84272,6.062147,58.60033,21.309195,19.361958,6.212401,27.48,4.925989,36.528923,15.326478,8.619058,NaN,33.924603,27.21524,14.35721,12.28,85.497635,10.310376,33.33004,75.285454,212.104858,23.580105,19.733561,9.688009,9.772112,320.96524,118.352074,33.692352,12.868566,23.119884,31.129875,19.832106,8.48,32.34795,17.057686,27.533932,6.403481,17.280001,17.203941,NaN,4.7,13.166944,14.76617,17.02096,7.069689,32.451897,25.257212,42.755886,18.179247,12.995699,7.985565,5.36812,15.752076,529.826477,18.390783,54.200867,4.54,14.850041,NaN,33.992855,21.834642,4.46,21.46693,22.049999,19.849293,41.68,31.470188,NaN,31.182516,4.11,6.83,2.8,28.016674,NaN,23.20734,8.515505,48.765556,17.365002,21.964323,41.782505,70.685883,17.700001,35.864681,2.24,46.370464,8.847904,24.470119,16.74177,0.98,3.17,8.18,34.583298,0.292425,NaN,NaN,18.25,44.840996,39.926498,12.467478,64.89183,1.943484,5.253112,7.24,81.329453,18.57,19.182882,17.627739,55.662594,32.071728,9.541949,27.52557,14.170562,18.605446,52.689545,43.168606,11.511677,3.18,4.56,13.298215,4.179154,NaN,8.3,18.998999,20.078838,0.385,1.992586,63.983345,12.904512,18.146065,30.998468,10.060603,21.991903,7.123663,26.416965,17.748116,34.897301,26.379051,31.067226,22.013826,29.494184,6.28,28.554461,8.04,14.953671,NaN,27.097132,39.08646,21.676743,8.453084,18.564775,69.850601,30.857649,43.065144,14.935466,NaN,10.981105,33.597084,24.857607,35.310272,3.29,39.334286,9.740007,22.483316,3.03,5.76,31.212215,31.334259,43.169998,NaN,9.10761,12.984731,7.653528,7.538086,49.307335,16.420486,26.586189,16.9275,26.469215,6.768744,37.13504,NaN,41.553776,43.452038,3.72,38.740002,12.9,13.173485,40.618137,15.37,47.201328,9.76835,2.44,2.062555,57.63435,28.905781,92.765343,28.250896,21.4041,30.384127,28.901981,44.96973,3.974351,NaN
2014-12-01,5.56,12.139652,11.87,NaN,41.833527,25.922668,27.924284,8.185356,18.56221,32.104839,31.531366,8.060989,9.173018,20.63402,2.33,15.5,47.265953,9.959949,24.659918,36.285973,12.74,4.12432,NaN,7.509161,42.650692,51.62711,29.454386,26.746681,6.828686,11.081079,67.64106,54.012592,22.16448,18.328651,1.9,46.211063,13.918081,21.258678,6.556538,64.606445,22.203547,17.34926,5.753584,29.639999,5.805698,37.539188,15.024614,8.25232,NaN,34.242298,26.105003,15.24967,13.65,80.158539,9.872163,31.538858,74.163986,215.172577,21.519012,18.911636,9.698519,9.696419,334.401703,113.214363,34.7425,12.780867,21.58876,28.241085,18.629061,9.49,35.215736,18.910534,23.892344,6.233286,17.25,15.43772,NaN,4.3,12.866661,14.509238,17.315533,7.020111,31.825912,26.608654,48.652134,19.032475,9.848978,7.486467,5.087485,15.701588,555.159668,16.324295,54.200867,5.83,14.678901,NaN,32.61171,21.853439,5.28,20.658466,20.65,19.80559,44.290001,31.270288,NaN,32.630512,4.46,6.92,2.82,27.785069,NaN,23.581808,9.997322,44.87553,16.685619,25.263321,39.399925,74.666306,21.950001,34.960945,3.14,46.810043,9.071499,27.056305,16.38088,1.02,3.26,7.0,33.140629,0.292425,NaN,NaN,18.5,45.322132,39.120132,13.902583,68.577087,1.866767,5.513358,9.52,86.022415,19.549999,18.817987,18.255962,57.661865,29.003607,9.826215,29.090097,14.748701,17.71442,48.888054,40.170456,11.826023,3.41,4.98,12.188875,4.061304,NaN,7.41,17.296522,21.515974,0.38,1.925849,66.517464,15.496768,20.81028,31.116175,10.280878,21.672413,6.77804,26.411703,18.146297,26.322746,25.834063,33.873314,18.576815,26.295322,6.71,28.897917,7.58,15.432659,42.832413,28.846249,38.574074,21.39884,8.180373,16.41366,67.397934,32.633965,38.76778,14.896175,NaN,11.071869,31.47187,25.322693,35.190811,2.98,40.549351,9.130186,22.178514,3.94,5.83,30.018261,32.019783,55.200001,NaN,8.876546,14.008282,7.706554,5.424695,47.50174,14.782166,26.407696,15.38431,26.293989,6.209211,37.819103,NaN,43.007641,45.566784,3.59,28.549999,12.3,13.90989,43.610828,17.49,47.391266,9.378996,2.06,2.30112,64.515915,29.900682,92.397026,31.781075,22.455648,30.288549,27.150869,44.553314,4.513245,NaN
2015-01-01,5.33,15.756335,11.75,NaN,43.371773,24.495983,41.365013,6.68635,16.882326,31.92277,33.797123,8.539396,8.466178,18.935129,2.98,14.5,48.754337,10.991071,21.092813,40.355892,12.91,2.9,NaN,9.055994,47.284187,51.589165,33.753571,29.440622,5.937986,11.736456,60.47308,49.736244,25.667223,18.802185,2.5,43.772537,14.513653,24.178679,7.331738,65.832916,23.458031,16.368792,4.886724,31.75,7.324407,37.944962,15.56332,8.587305,NaN,38.728168,26.278263,14.390381,14.24,72.26738,9.153452,32.550251,77.843987,213.309402,24.349142,18.634739,10.169859,10.640572,341.864105,108.095085,35.77858,13.509125,21.955828,22.374722,20.27072,13.0,31.076218,19.212976,21.612658,6.560593,19.41,14.907531,NaN,6.0,12.284293,14.163989,16.6213,6.048401,34.247456,28.090561,50.126202,18.573751,10.93648,6.540506,5.354218,16.613937,615.547058,11.459634,69.708702,7.85,13.781026,NaN,35.081024,18.146231,6.16,29.54108,19.75,16.65625,50.349998,35.44886,NaN,35.431274,2.75,8.11,2.96,26.887663,NaN,22.534058,9.137869,39.274273,18.853191,25.125523,35.879372,76.07811,22.200001,33.338543,3.4,44.298096,9.646053,24.975107,16.614262,0.76,4.31,6.3,30.840679,0.459525,NaN,9.146653,19.0,46.257191,37.040546,13.140809,70.355545,1.805684,4.356709,9.42,84.563789,19.379999,17.387732,19.15099,55.921326,24.799728,8.961458,31.353695,14.508236,17.029226,51.697029,36.294739,12.08036,4.83,5.57,13.7118,4.017083,NaN,7.14,18.040445,22.057066,0.34,2.669493,68.775452,16.168486,22.784155,33.1642,14.270473,22.01745,6.230804,25.415197,18.346703,26.68782,25.148476,31.695766,15.319114,23.596197,8.53,27.653637,6.88,15.389174,46.353146,29.42835,38.977829,23.375942,9.12947,15.003842,60.258327,34.147919,31.910261,12.962563,NaN,11.434298,34.874744,23.771751,32.622021,4.45,38.481148,9.33694,25.451147,5.12,7.83,29.463638,33.144531,45.959999,NaN,9.382813,12.922962,8.622677,4.9,43.300095,15.787983,25.88588,16.538462,25.611204,6.690125,34.144684,NaN,44.741894,45.50491,3.69,32.919998,14.5,14.459989,42.983322,16.34,49.195751,10.228654,1.99,2.198848,70.914696,27.36212,93.129555,35.903629,27.739334,30.184099,27.757893,41.445137,5.078543,NaN
2015-02-01,6.49,15.766036,12.34,NaN,42.525326,23.891785,38.786942,7.455576,19.766422,33.564941,34.503201,8.632215,10.150773,19.96837,2.71,14.35,47.23658,10.919896,22.923815,42.287945,13.54,2.6,NaN,11.315304,44.326897,49.977818,31.513727,31.26042,6.025311,11.167313,64.929588,54.96698,25.977276,19.55801,2.11,45.590248,13.994312,24.125404,7.481177,67.472939,24.702812,17.668776,5.622471,28.700001,5.872983,41.998142,15.562618,9.202348,NaN,43.924751,28.575809,14.566744,14.69,78.405754,10.587326,32.126133,80.289375,225.47403,25.061089,18.487368,10.195697,10.500526,408.772736,122.020454,35.286011,13.811513,19.675413,25.231256,20.59712,12.09,34.746307,19.984426,22.80678,7.014425,18.940001,15.627007,NaN,6.0,14.577363,14.075465,17.308855,7.159225,34.058201,28.304174,47.340958,20.720579,11.254796,6.904282,5.4723,16.716068,608.051086,15.671718,62.702656,7.71,14.806973,NaN,33.130688,21.818787,5.62,26.550999,19.42,19.514553,52.310001,36.332939,NaN,36.158573,3.16,9.16,3.26,29.433683,NaN,27.03702,10.767867,42.453609,18.757654,25.805336,37.644085,80.584381,20.98,33.868858,3.06,45.235825,9.500392,25.195192,16.747177,0.83,3.52,8.15,34.621407,0.459525,NaN,8.997866,24.99,46.740795,38.781391,13.762231,75.710274,1.642313,5.253112,9.05,88.559158,20.91,18.573645,21.331083,62.237595,24.90169,11.033143,32.476147,14.60597,17.180296,62.586903,39.496494,12.291556,4.65,4.79,13.743615,4.071987,NaN,8.19,18.969721,20.969164,0.445,2.278603,69.637512,16.878042,20.60886,33.513973,11.565989,23.374996,7.306075,27.769793,19.719954,29.121645,27.676464,32.222645,15.678357,27.372095,7.72,30.048832,7.87,15.538956,52.020199,29.068001,38.140984,23.333082,9.456117,16.445587,66.427116,33.942314,32.650883,13.437324,NaN,11.917327,37.700886,23.565239,32.319813,3.87,36.00116,10.281915,24.503162,4.54,6.57,30.095343,32.82095,47.02,NaN,9.939704,14.272482,8.93413,4.38,47.294617,19.271898,27.366871,16.699326,28.930832,7.379608,37.97546,NaN,45.017178,44.096478,3.91,35.990002,11.5,18.889795,43.342682,18.200001,47.377705,11.185367,2.18,1.815329,66.133911,26.732483,98.057877,36.663479,25.658175,33.582767,28.130888,44.324379,5.126819,NaN
2015-03-01,6.82,13.472151,12.39,NaN,39.783176,24.472044,34.046646,7.31751,17.574144,31.631094,34.345966,7.898097,9.69291,18.068375,2.74,13.58,49.420193,10.713005,25.300024,42.379688,11.29,2.5,NaN,11.099686,43.44376,49.867867,33.17178,32.153339,5.920523,11.56399,63.648335,52.276627,26.086163,19.284624,1.89,51.631336,13.706822,24.970604,7.126264,61.529297,25.449324,16.158232,4.931038,25.35,5.940267,42.103973,15.874467,9.038463,NaN,47.487629,28.89823,12.946712,14.06,75.250511,10.603997,34.29969,78.866776,223.355057,23.107609,18.059999,10.290698,10.176698,425.04599,119.528549,34.011562,13.524411,19.474737,24.076488,19.936647,10.75,30.01787,22.631119,23.931822,7.31748,19.110001,13.56451,NaN,5.9,15.578306,13.597429,16.248783,5.769084,34.249413,27.068922,50.480972,23.137074,11.560863,7.371991,5.965184,16.792669,658.104126,15.177341,58.348824,6.83,14.084016,NaN,32.846981,20.406935,4.78,22.142826,23.059999,19.138849,53.720001,35.813465,NaN,35.64006,3.46,8.18,2.95,30.851559,NaN,25.22814,10.234414,40.00351,18.181688,23.747522,37.822971,85.484856,19.15,34.864246,2.36,47.401966,9.063406,24.859652,15.53323,0.92,2.81,7.57,35.021496,0.480412,NaN,9.180264,26.5,45.370594,37.388718,10.238312,75.478294,1.530533,4.925395,7.84,88.921532,20.459999,18.480911,21.782135,62.026913,22.24255,11.954948,32.208691,14.814428,16.944637,62.421192,37.961292,12.486238,3.73,4.25,14.030102,3.907277,NaN,7.62,17.444494,20.786463,0.52,2.33473,72.578156,15.837358,21.675312,30.913763,10.773984,26.188984,7.790945,27.060514,21.010983,29.205893,27.51231,32.374062,17.072557,25.957148,6.38,30.234325,8.07,16.370024,45.788692,29.313656,36.579472,22.980005,9.08262,15.986926,64.671234,32.649166,32.18457,14.238275,NaN,11.922128,38.219959,23.165173,33.063728,3.82,35.992004,11.01907,23.730591,4.1,5.72,28.577372,32.366215,41.970001,NaN,10.064485,14.947248,9.966356,3.45,46.785412,16.680552,26.927061,13.268385,30.358828,8.00702,37.457527,NaN,47.411556,43.589432,3.95,29.700001,10.5,20.051178,41.21986,16.15,50.443951,11.953295,2.1,1.694091,62.966183,26.67852,92.759712,37.803288,22.864281,36.814583,27.089972,48.30521,4.383381,NaN
2015-04-01,7.47,15.252227,11.52,NaN,40.530849,25.851528,35.333424,8.224802,18.269396,30.794634,34.212662,8.372046,11.430737,20.594486,2.73,13.31,47.397339,10.706643,28.044542,40.646759,12.25,2.44,NaN,9.910921,43.626606,51.547043,32.715668,29.488258,7.614596,12.060334,66.125389,54.736603,23.567152,22.80681,1.89,50.221001,13.949957,25.030998,6.573631,62.616539,25.113308,19.532133,5.619982,23.91,6.038262,40.87365,16.047129,8.992804,NaN,45.854542,29.025049,12.536248,14.73,80.30471,11.18519,35.644527,72.695412,221.886627,25.986059,18.564426,10.16395,10.009474,461.6539,118.379845,33.524097,13.561786,20.990786,27.458433,21.092867,12.75,30.428038,22.145252,26.418756,7.569757,18.129999,16.515097,NaN,6.3,15.742093,14.403093,17.032383,5.967676,33.800514,26.719486,52.142998,23.791548,13.792261,7.231121,6.292908,17.208017,610.831848,18.272135,59.744751,5.88,14.059064,NaN,33.434441,21.561541,4.57,21.986864,23.65,20.739408,50.779999,36.676678,NaN,33.673325,4.51,7.4,3.12,31.18013,NaN,25.422312,11.797918,44.759563,18.132805,25.069311,39.197712,83.729362,17.27,35.783974,2.7,50.003353,9.206895,24.158144,14.659332,1.16,2.93,9.31,35.504593,0.543075,NaN,9.03034,27.709999,45.162601,38.648647,11.096869,69.352814,1.745495,5.783243,8.38,87.110115,23.27,18.867535,21.829576,55.882389,27.922344,11.451281,32.734234,15.264423,17.730175,67.084869,40.446766,12.743195,4.62,4.05,14.0548,4.395431,NaN,8.94,18.673817,20.801334,0.51,2.228166,71.690033,15.325346,19.789091,28.185801,11.190605,28.846975,8.508021,28.035105,22.337643,33.40892,27.446215,34.0891,18.747843,28.885822,6.95,30.39415,9.68,16.055876,46.420456,28.330044,37.60651,22.945295,9.070655,18.55373,67.954002,33.530823,37.478268,15.050073,NaN,12.45997,41.88858,22.55797,32.707939,3.71,40.055843,10.815522,24.829618,4.29,6.56,30.832184,34.618404,42.389999,NaN,10.278624,15.869708,9.868134,5.1,48.071354,17.553938,24.597065,16.32225,29.287476,8.644588,40.692181,NaN,45.768074,45.499866,5.06,28.23,11.2,19.413191,45.133457,20.5,47.309864,12.498888,2.01,1.573699,60.389645,24.702858,92.543694,37.270237,22.663305,38.103672,27.974764,47.728245,4.46469,NaN
