Date,AAV.TO,ABX.TO,AC.TO,ACB.TO,ACO-X.TO,AD.TO,AEM.TO,AGI.TO,AIF.TO,ALA.TO,AP-UN.TO,AQN.TO,ARE.TO,ARX.TO,ASR.TO,ATA.TO,ATD-B.TO,AX-UN.TO,BAD.TO,BAM-A.TO,BB.TO,BBD-B.TO,BBU-UN.TO,BCB.TO,BCE.TO,BEI-UN.TO,BEP-UN.TO,BIP-UN.TO,BIR.TO,BLX.TO,BMO.TO,BNS.TO,BPY-UN.TO,BTE.TO,BTO.TO,BYD-UN.TO,CAE.TO,CAR-UN.TO,CAS.TO,CCA.TO,CCL-B.TO,CCO.TO,CEU.TO,CFP.TO,CG.TO,CGX.TO,CHE-UN.TO,CHP-UN.TO,CHR.TO,CIGI.TO,CIX.TO,CJR-B.TO,CLS.TO,CM.TO,CMG.TO,CNQ.TO,CNR.TO,CP.TO,CPG.TO,CPX.TO,CRR-UN.TO,CSH-UN.TO,CSU.TO,CTC-A.TO,CU.TO,CUF-UN.TO,CVE.TO,CWB.TO,D-UN.TO,DGC.TO,DII-B.TO,DOL.TO,DOO.TO,DRG-UN.TO,DSG.TO,ECA.TO,ECN.TO,EDV.TO,EFN.TO,EFX.TO,EIF.TO,ELD.TO,EMA.TO,EMP-A.TO,ENB.TO,ENGH.TO,ERF.TO,ESI.TO,EXE.TO,FCR.TO,FFH.TO,FM.TO,FNV.TO,FR.TO,FRU.TO,FSV.TO,FTS.TO,FTT.TO,FVI.TO,G.TO,GC.TO,GEI.TO,GIB-A.TO,GIL.TO,GOOS.TO,GRT-UN.TO,GTE.TO,GUD.TO,GUY.TO,GWO.TO,H.TO,HBC.TO,HBM.TO,HCG.TO,HR-UN.TO,HSE.TO,IAG.TO,IFC.TO,IFP.TO,IGM.TO,IMG.TO,IMO.TO,INE.TO,IPL.TO,ITP.TO,IVN.TO,K.TO,KEL.TO,KEY.TO,KL.TO,KML.TO,KMP-UN.TO,KXS.TO,L.TO,LB.TO,LIF.TO,LNR.TO,LUC.TO,LUN.TO,MAG.TO,MAXR.TO,MEG.TO,MFC.TO,MFI.TO,MG.TO,MIC.TO,MRE.TO,MRU.TO,MSI.TO,MTL.TO,MX.TO,NA.TO,NFI.TO,NG.TO,NGD.TO,NPI.TO,NSU.TO,NTR.TO,NVA.TO,NVU-UN.TO,NWC.TO,NXE.TO,OGC.TO,ONEX.TO,OR.TO,OSB.TO,OTEX.TO,PAAS.TO,PBH.TO,PD.TO,PEY.TO,PKI.TO,POU.TO,POW.TO,PPL.TO,PSI.TO,PSK.TO,PVG.TO,PWF.TO,PXT.TO,QBR-B.TO,QSR.TO,RBA.TO,RCI-B.TO,REI-UN.TO,RNW.TO,RUS.TO,RY.TO,SAP.TO,SCL.TO,SES.TO,SHOP.TO,SIA.TO,SJ.TO,SJR-B.TO,SLF.TO,SMF.TO,SNC.TO,SPB.TO,SRU-UN.TO,SSL.TO,SSRM.TO,STN.TO,SU.TO,SW.TO,T.TO,TA.TO,TCL-A.TO,TCN.TO,TCW.TO,TD.TO,TECK-B.TO,TFII.TO,THO.TO,TIH.TO,TOG.TO,TOU.TO,TOY.TO,TRI.TO,TRP.TO,TRQ.TO,TSGI.TO,TXG.TO,UNS.TO,VET.TO,VII.TO,WCN.TO,WCP.TO,WEED.TO,WEF.TO,WFT.TO,WJA.TO,WN.TO,WPK.TO,WPM.TO,WSP.TO,WTE.TO,X.TO,YRI.TO,ZZZ.TO
2011-11-01,4.7,48.945091,1.07,NaN,25.182898,10.619204,41.552422,16.258705,2.650274,20.166189,17.633371,4.457614,8.144061,18.199211,10.777413,6.6,9.486612,7.915974,5.378305,15.999959,18.379999,3.484676,NaN,5.609541,27.454508,39.494713,17.272566,11.545925,12.199072,5.641086,42.765888,37.233929,NaN,41.282795,3.65,9.235301,8.887966,15.29824,3.629532,42.830658,4.364407,16.61092,2.507152,10.35,19.988955,18.782578,8.406527,NaN,NaN,14.190038,14.715859,11.001337,8.49,50.462383,4.954179,31.989143,33.614582,56.976582,28.740389,14.350489,8.286654,5.498135,62.248058,56.512634,23.139101,12.473907,28.135965,22.194477,19.592037,29.73,18.777977,5.570127,NaN,NaN,7.07,17.871891,NaN,25.0,NaN,9.974474,13.750055,17.895365,23.848589,16.193266,27.055815,4.308127,18.696781,10.970158,NaN,12.485361,352.946289,19.870218,39.307369,16.629999,11.441842,NaN,24.838888,18.734636,6.9,49.891903,8.93,NaN,18.75,11.020615,NaN,NaN,6.49,NaN,8.83,14.040063,NaN,NaN,9.897794,20.89348,15.061929,20.386343,21.332258,46.743065,3.88,28.305061,19.44339,39.411919,6.567638,11.781013,2.748697,NaN,13.99379,NaN,14.643707,0.772838,NaN,NaN,NaN,24.859991,29.528982,24.790201,12.613474,0.683934,3.855495,8.55,40.995289,44.669998,8.248845,9.952433,14.679677,13.643535,6.96911,13.921669,6.706827,13.986893,21.355791,21.604568,NaN,11.83,11.42,11.115148,4.896833,NaN,4.52,17.993441,13.979061,NaN,2.545553,34.08762,NaN,5.468056,12.478162,23.450788,11.431363,10.846742,17.42075,8.099818,38.154877,15.933267,20.332218,9.602509,NaN,12.24,17.018429,NaN,7.457665,NaN,18.217428,28.697456,17.51502,NaN,11.199712,35.276722,15.873613,21.837461,6.510002,NaN,6.906971,8.830646,14.835566,13.183942,7.450245,42.750607,3.380393,18.729647,6.75,15.0,11.506179,25.124842,6.68,NaN,14.694634,8.754098,3.451428,15.991438,25.963432,31.703897,10.870873,17.6991,17.650158,8.636526,29.854614,NaN,22.597589,30.46245,22.0,2.37,17.5,9.900954,31.800951,NaN,28.830929,6.333424,0.13,0.594591,21.71678,9.593616,57.684383,10.767698,31.19701,NaN,17.422916,35.247803,15.665412,NaN
2011-12-01,4.24,41.91658,0.99,NaN,24.334581,11.354372,33.785946,16.541468,2.55536,20.880653,18.714098,4.691456,8.359854,17.931658,9.580937,6.45,9.541136,7.941685,5.539341,15.747265,14.8,3.7428,NaN,5.583369,29.149818,38.446453,18.5424,12.684247,11.875973,5.914844,40.05629,36.713886,NaN,44.979454,3.1,9.987173,8.651774,16.292055,3.774127,43.472935,4.349128,15.828525,2.290359,10.65,15.808487,19.086693,8.892753,NaN,NaN,15.217726,15.20344,11.964112,7.49,51.071438,5.317948,31.855536,34.160118,63.975815,29.25493,15.307184,8.687094,5.87502,68.732574,57.649887,23.204607,12.292216,27.905003,20.799759,19.690582,25.15,20.16054,6.209185,NaN,5.696095,7.32,16.428221,NaN,24.300001,4.36775,10.948801,15.353947,13.547137,24.045082,15.640232,28.716627,5.199409,18.24836,10.970158,NaN,12.675866,369.882629,19.339705,35.326687,17.18,11.854732,NaN,24.949556,17.936924,5.59,41.074352,8.38,NaN,19.200001,8.611539,NaN,NaN,4.92,NaN,7.5,14.877618,NaN,NaN,9.69697,21.076057,15.096178,19.947985,21.412605,48.082104,4.3,28.906328,15.256742,41.118904,6.902719,12.165344,2.765406,NaN,11.333411,NaN,16.034304,1.08615,NaN,NaN,NaN,25.854387,32.282764,24.976698,13.10272,0.726153,3.730191,6.7,40.218094,41.57,8.322214,9.798621,13.916252,13.91071,6.941161,14.583321,7.413528,14.05125,19.920681,23.49342,NaN,8.68,10.28,11.870445,4.604,NaN,5.24,18.407686,14.334758,NaN,2.145129,32.416931,NaN,5.613595,11.207812,19.690931,11.799888,9.659948,17.387842,8.850035,39.783669,17.026937,20.362139,9.330372,NaN,12.51,17.719147,NaN,8.083019,NaN,19.347818,29.782539,18.231222,NaN,10.859819,38.799919,16.308165,25.023453,5.931527,NaN,7.193985,8.929867,14.311985,13.744853,6.394228,43.851902,3.657455,18.44219,6.0,14.1,11.975288,24.119295,7.15,NaN,14.236255,9.245324,3.279248,16.120029,26.948978,30.481575,10.592763,16.841772,18.401039,7.913645,26.023842,NaN,22.499067,31.634624,18.09,2.85,17.1,10.425194,30.402987,NaN,27.04002,6.133652,0.12,0.674941,19.227436,10.010725,58.197212,10.72302,26.880581,NaN,17.197426,33.371239,13.679914,NaN
2012-01-01,3.57,44.922955,1.07,NaN,24.339838,11.733798,34.27837,19.359642,4.194985,19.929634,19.137896,4.424736,9.034465,17.437466,8.667598,6.99,9.765629,8.621112,5.693243,17.089468,16.719999,4.277485,NaN,6.124258,28.415411,40.126118,18.126316,13.17507,11.71006,7.009879,41.78384,37.605721,NaN,45.684711,3.82,11.559942,9.713991,16.754076,3.833763,40.890793,4.541959,20.108326,2.31157,11.73,17.433247,18.763727,9.344418,NaN,NaN,16.753613,15.598437,12.19037,8.54,53.427029,5.092339,33.247864,32.503193,66.593849,30.033596,15.347635,8.908092,6.19158,79.444649,56.21521,22.759668,12.163575,30.360043,21.467188,20.28594,28.02,19.552961,6.03477,NaN,5.877682,8.04,16.884151,NaN,25.9,5.004713,10.237987,15.144567,14.677674,23.601151,14.949638,28.445221,5.840838,16.987841,10.605293,NaN,13.274176,344.4823,21.182041,41.305912,20.709999,12.800992,NaN,24.964512,22.120321,6.72,44.104668,8.6,12.787069,20.25,9.881721,NaN,NaN,5.72,NaN,8.22,16.132004,NaN,NaN,11.198373,22.106256,15.17907,19.899229,21.575497,48.877182,4.53,29.629868,15.893755,43.284004,6.994002,11.802504,3.233269,NaN,11.04106,NaN,15.165408,1.232363,NaN,NaN,NaN,24.625257,31.477707,24.341892,16.116352,0.759927,4.886839,8.34,37.724197,45.16,8.981858,10.06973,16.95327,15.430709,8.264173,14.783173,7.84631,13.979645,23.491703,25.013201,4.735359,10.38,11.74,11.478034,5.407757,NaN,4.34,19.457159,13.969087,NaN,2.44068,33.901974,NaN,6.902641,10.905248,20.336092,12.55463,9.466749,14.099876,9.00322,32.294979,17.652143,18.492331,10.279659,NaN,16.4,18.808939,8.18,8.226658,NaN,20.410217,29.532228,18.000303,NaN,12.027175,39.09103,17.233891,25.820604,7.364761,NaN,7.694582,9.18343,14.118064,14.610271,6.511395,44.324085,4.055659,18.587107,7.1,17.280001,12.118628,28.355364,7.27,NaN,13.789251,9.421286,3.136003,15.363171,27.390526,36.486275,13.365372,19.775749,19.316093,10.500797,23.727335,NaN,22.755209,29.584005,16.17,2.69,23.499998,10.582563,30.953497,NaN,30.89319,6.917933,0.05,0.691011,22.602757,10.688582,55.942337,10.973877,32.593849,NaN,18.799101,34.315777,15.853469,NaN
2012-02-01,3.83,42.997414,0.98,NaN,27.663174,11.793715,32.80109,17.380323,4.50063,20.231358,19.855268,4.579859,9.411904,18.404085,8.722399,8.2,9.778427,9.132238,6.357507,17.482679,14.03,4.405365,NaN,5.653161,28.17909,42.664837,18.686281,13.224579,9.657963,6.91033,42.131317,38.933918,NaN,45.521938,4.08,11.932582,9.362673,16.953655,3.518543,41.254848,5.153184,21.007412,2.773521,11.38,17.477163,19.994947,10.297282,NaN,NaN,18.024109,15.965557,12.889446,9.29,53.735317,5.693714,30.745062,32.76535,69.043022,30.835825,15.578846,9.01765,6.406067,88.669907,55.226879,24.863691,12.952853,31.911644,22.302515,20.96294,27.15,21.249445,6.072175,NaN,5.972843,8.1,17.719137,NaN,24.1,4.822723,10.055461,15.067107,14.702964,24.508312,15.25784,28.76939,6.159431,17.131809,11.985339,NaN,13.274176,354.361176,21.83795,39.904312,20.309999,12.715334,NaN,24.403761,23.226744,6.92,43.664909,8.81,13.824032,21.18,11.199589,NaN,NaN,5.75,NaN,5.62,16.795666,NaN,NaN,11.40876,21.204832,15.447953,21.719336,21.974592,49.604721,4.61,30.2185,14.212229,42.840111,6.980404,12.821095,3.483911,NaN,10.670752,NaN,13.726134,1.08615,NaN,NaN,NaN,23.48871,31.000771,24.382256,17.220718,0.971018,4.992867,9.58,37.87793,43.52,9.495768,10.269489,19.29039,14.697852,9.084066,13.843355,7.900395,15.884647,26.69276,25.631712,5.848473,8.19,11.56,11.60565,3.356256,NaN,3.99,20.737225,14.77555,NaN,2.39301,35.543118,NaN,7.26302,12.952395,21.873905,12.650076,11.021542,13.246409,9.78322,35.065792,18.101053,19.447311,11.489498,NaN,17.75,19.336493,6.91,8.384196,NaN,20.850729,29.057264,18.87384,NaN,12.952344,41.975224,17.318287,27.74415,7.900073,NaN,8.3926,9.128307,14.51717,15.817488,6.453084,32.107708,5.000616,18.822174,8.15,17.02,12.687639,29.241972,7.58,NaN,14.148209,9.485455,3.366241,16.698696,29.070944,33.997791,14.767908,20.118681,20.392103,12.631394,25.134556,NaN,23.721937,31.247894,17.17,2.84,23.199999,11.175827,32.874779,NaN,27.650558,7.347064,0.04,0.771361,22.420286,12.048169,54.851158,12.989482,34.516464,NaN,18.616659,34.579937,15.698131,NaN
2012-03-01,3.35,39.494701,0.94,NaN,28.51948,11.899111,30.479258,17.257792,5.478696,20.529955,19.427385,4.284386,10.60847,16.560398,7.754257,8.93,10.576996,9.346091,6.829548,17.793688,14.63,3.839624,NaN,5.7404,27.762032,43.899235,17.787567,14.459308,6.330942,6.761008,43.016308,40.780273,NaN,41.358578,4.28,10.968817,8.985003,16.637197,3.578179,44.546566,5.224756,18.509001,2.499171,11.8,13.621649,21.487762,9.802659,NaN,NaN,17.267454,16.562704,14.049976,9.59,53.420021,5.591726,27.673058,34.067547,70.505081,28.403706,14.678985,8.812551,6.41111,79.937271,56.659626,24.889339,13.269471,29.787523,23.664999,21.564394,24.870001,22.575359,6.570776,NaN,5.871516,8.7,17.218149,NaN,22.299999,5.186701,9.292175,15.10028,13.322129,24.934801,15.421123,29.419447,5.990445,16.107475,10.136215,NaN,13.229703,348.824524,18.346189,39.182835,16.6,12.215922,NaN,24.344423,22.28438,4.5,40.965366,8.06,13.662005,22.23,12.505519,NaN,NaN,6.29,NaN,3.42,18.13501,NaN,NaN,10.462017,21.783472,15.534768,20.622396,25.136238,49.629524,4.71,30.721159,12.616202,41.055485,7.129938,12.959658,3.92671,NaN,9.501355,NaN,13.483803,1.127925,NaN,NaN,NaN,23.015144,31.613985,23.676001,20.159475,0.903469,4.308516,10.1,38.791794,38.459999,10.47062,10.796133,19.466383,15.219049,9.876013,14.544115,8.423567,15.182042,27.949095,26.393217,5.088056,7.16,9.85,11.591382,3.01981,NaN,3.69,19.551149,16.093256,NaN,2.555087,35.895119,NaN,7.969916,13.087584,19.452307,12.840967,9.21835,11.778585,9.543943,26.837593,19.143675,19.612177,11.102032,NaN,14.26,20.637783,7.04,8.914722,NaN,20.61812,30.336611,18.892452,NaN,13.116867,43.580952,18.233994,27.206938,6.794922,NaN,7.948853,9.3047,15.148396,17.213795,5.170242,34.279701,4.846022,18.946581,9.4,15.02,13.812627,26.754524,7.38,NaN,12.841058,9.240909,3.453573,13.493431,30.448416,30.556831,13.860386,20.02342,20.071033,10.500797,21.548094,NaN,24.085289,30.717171,15.69,3.99,20.0,11.9134,31.212852,NaN,29.400764,6.547989,0.05,0.787431,21.573454,11.586425,54.412971,12.819277,30.142698,NaN,18.434221,36.201382,14.217866,NaN
2012-04-01,3.1,36.406197,1.0,NaN,30.093599,12.205149,36.182659,17.041012,5.112348,21.285223,20.647072,4.746411,10.78403,14.77072,7.306721,9.41,10.76625,9.788198,7.1605,18.432579,14.13,3.90086,NaN,5.609541,28.184572,45.336254,19.648289,14.289496,5.911789,6.719529,42.559292,40.385246,NaN,41.868576,3.73,10.791959,9.521906,17.239054,3.649023,41.703899,5.571991,18.982466,2.503013,10.82,11.232809,22.686201,10.058393,NaN,NaN,15.189494,17.285753,14.463605,8.85,52.831448,5.889646,28.816174,36.592575,71.469444,28.698227,14.826649,8.985711,6.57777,85.259262,60.729343,26.622335,13.736066,29.925377,23.386806,22.710413,24.379999,23.718016,7.765718,NaN,5.84514,8.54,18.373413,NaN,20.299999,5.141205,10.182347,15.51027,13.613853,25.706888,15.565697,31.431881,5.990445,13.282501,9.774785,NaN,13.779734,350.904022,19.793055,40.51791,15.54,11.867619,NaN,25.845675,22.389845,4.15,34.502441,8.2,14.851378,22.17,12.961095,NaN,NaN,6.37,NaN,2.74,18.474949,NaN,NaN,10.031568,20.796852,16.080597,21.174828,25.892466,53.092037,4.7,31.007898,11.637688,41.768436,7.129132,13.237253,4.469765,NaN,8.693164,NaN,13.345569,1.023487,NaN,NaN,NaN,22.734631,30.286854,23.783695,18.347897,0.861251,4.626594,9.85,38.891869,43.009998,10.47062,11.762402,17.93523,14.118715,8.655488,14.902319,8.602339,15.689414,30.08679,26.121012,5.547183,7.12,9.0,11.929146,2.986985,NaN,3.14,20.756325,16.203051,NaN,2.17373,38.35918,NaN,7.893683,11.883757,17.003447,12.998134,8.371957,12.158722,10.003465,24.965422,20.018204,20.893578,10.176863,NaN,16.690001,21.06938,5.41,9.042393,NaN,18.136311,28.535959,19.05047,NaN,13.278501,43.03817,19.665157,27.753183,6.682682,NaN,7.903132,10.20438,14.668293,17.90761,4.878687,31.884491,4.871389,19.297771,9.0,14.27,14.14798,26.870346,6.72,NaN,11.24794,8.566554,3.350135,13.161853,30.027628,31.629444,14.843336,17.708628,19.308994,10.044235,23.26803,NaN,24.653193,31.484991,11.53,3.96,17.200001,11.74666,32.623428,NaN,29.075148,6.584982,0.1,0.739221,20.433434,12.220822,54.552078,13.699251,27.481976,NaN,19.006374,36.443813,13.2865,NaN
2012-05-01,2.87,36.980152,0.91,NaN,29.389631,13.120546,35.449104,17.706396,5.87725,19.247217,21.721144,4.71651,9.597462,15.102446,5.251706,8.27,12.449977,9.105494,6.682133,18.810213,10.7,3.527573,NaN,6.848351,29.029692,45.34787,19.392651,14.775928,5.405314,6.470657,40.546795,39.036621,NaN,36.475475,3.11,11.748041,8.860663,17.917076,3.795328,39.393154,5.442479,17.245731,2.384932,11.16,9.476311,22.30621,9.756166,NaN,NaN,15.212073,16.044752,13.998752,7.51,51.087635,6.204143,24.903486,36.662037,71.12355,26.559744,14.712698,9.224355,6.865887,80.07254,59.345543,25.635336,13.576162,27.170742,21.69129,22.291048,21.190001,20.663004,8.177823,NaN,5.761033,8.53,18.329012,NaN,21.199999,4.995612,8.881408,14.837917,11.143913,24.540487,14.930113,30.991421,5.73799,10.502486,9.00129,NaN,13.584806,352.645569,17.548561,39.752758,14.34,11.255395,NaN,24.819696,19.647896,4.07,34.421055,8.77,13.801814,23.950001,11.075017,NaN,NaN,5.21,NaN,2.16,15.46723,NaN,NaN,7.321117,18.823622,15.880792,19.153484,20.75507,52.476051,4.7,26.592527,10.516669,37.699657,7.54971,12.354746,5.865,NaN,8.143087,NaN,14.01837,0.814613,NaN,NaN,NaN,21.56893,29.475168,21.252794,20.085924,0.869694,3.913327,8.04,38.154942,34.450001,8.626051,10.568849,17.297205,12.757048,7.649251,13.94802,8.622241,15.660091,24.982941,24.955563,5.138381,5.91,9.13,12.105314,3.052634,NaN,3.4,20.470085,15.598349,NaN,1.763773,37.301849,NaN,8.267923,10.718557,15.357093,13.991096,7.415162,12.618628,10.123696,25.386662,16.775766,19.550854,11.900687,NaN,13.5,18.008627,5.85,8.790895,NaN,17.676395,27.336323,18.822155,NaN,12.465433,39.25325,18.229778,29.447039,7.252522,NaN,7.844297,11.908839,14.28509,15.763433,5.102213,32.920715,4.521628,20.39093,8.05,11.39,13.674482,23.082308,9.3,NaN,11.570684,7.196913,3.301816,11.273692,28.930025,26.549517,15.067601,15.984443,18.620014,8.674568,23.209396,NaN,23.70948,30.666359,9.75,3.85,18.300001,11.652782,29.736708,NaN,27.474182,5.719316,0.1,0.666906,22.061342,13.225627,50.551178,13.474822,24.24025,NaN,18.513702,37.211468,13.900846,NaN
2012-06-01,3.0,35.109642,0.98,NaN,29.756027,13.70917,38.007599,15.071288,5.892861,19.422449,22.008642,4.918326,9.524816,16.793077,5.032504,9.34,13.966969,9.637849,6.666682,19.191671,7.54,3.751546,NaN,7.25838,29.564924,45.417381,20.109854,15.962053,4.890107,7.067948,41.302959,38.867119,NaN,34.702053,3.06,12.651766,8.7196,17.783047,3.646305,39.641281,5.496934,19.425333,2.167815,12.14,6.276168,23.264786,9.623631,NaN,NaN,16.081665,16.251001,13.698877,7.4,50.789906,6.207717,22.930355,37.373917,69.852158,25.547508,15.054558,9.399762,6.913736,83.901474,60.811092,25.739695,13.817674,27.020489,21.536406,23.754282,20.51,21.547062,8.74837,NaN,5.888564,8.67,18.826305,NaN,22.200001,4.904618,8.923108,15.007771,12.194124,24.956303,14.534701,31.093849,5.852042,9.686507,9.583123,NaN,13.75724,349.301117,17.461254,42.18354,14.7,11.755318,NaN,24.57818,19.322037,3.48,35.04319,9.09,13.513184,24.469999,12.855692,NaN,NaN,4.98,NaN,2.33,16.548023,NaN,NaN,7.571904,19.74474,16.275841,21.186201,20.303421,52.767395,5.1,26.786537,11.438184,38.790573,7.122238,12.892302,6.55844,NaN,8.162733,NaN,14.239816,0.731063,NaN,NaN,NaN,22.087017,31.979021,21.86697,18.593699,0.574167,4.067547,8.96,50.665192,36.490002,8.687626,10.669071,16.877329,12.862384,7.453595,14.430347,8.459698,15.990005,24.533115,24.654028,4.904795,5.34,9.71,12.179733,2.716188,NaN,3.59,20.983644,15.853342,NaN,1.859112,38.681591,NaN,9.168868,10.946019,15.283422,13.699926,6.375566,13.981514,10.31732,22.915394,17.507694,18.36249,11.766257,NaN,14.12,18.115396,4.72,8.583999,NaN,19.038126,28.566914,19.610476,NaN,12.46972,39.717739,18.029591,32.108948,6.622242,NaN,7.745464,12.117273,13.97456,16.655338,4.53854,33.119205,4.034817,19.845533,8.3,11.46,12.714331,24.355904,9.19,NaN,12.048861,6.964514,3.309869,10.822376,29.153215,27.055792,13.854886,13.402925,19.143293,6.163511,26.26815,NaN,24.444101,30.91267,10.04,3.89,16.5,11.522173,31.577118,NaN,26.1717,4.972034,0.1,0.666906,24.164438,13.818207,49.980873,14.16607,25.09799,NaN,18.952486,37.816822,14.405167,NaN
2012-07-01,3.93,30.220835,1.14,NaN,30.617521,15.35875,40.560493,14.900672,6.522666,21.016474,22.856159,4.98665,9.77749,18.449425,5.434373,8.16,15.45827,10.035825,6.902885,19.368111,7.18,3.39083,NaN,7.415411,30.450672,49.727036,21.312275,15.639826,6.086437,7.250455,42.169254,38.984169,NaN,33.826637,3.22,13.29865,8.949433,18.458136,4.13248,30.956652,5.241038,18.32173,2.370756,11.85,6.355502,22.879402,10.014806,NaN,NaN,15.149964,16.481556,13.608332,7.64,52.654343,6.730207,23.051441,38.753021,76.557449,26.967461,13.804998,9.660501,7.1925,84.671471,58.542141,27.114798,14.229143,25.759275,21.544411,24.017422,22.24,22.265297,8.937123,NaN,6.398971,8.35,20.028511,NaN,23.599998,5.450586,9.635296,16.167196,10.550739,26.226025,15.463747,31.376808,5.929781,10.567207,10.186539,NaN,14.074752,327.085297,17.664967,44.878464,16.280001,12.480819,NaN,25.529646,18.799818,3.79,33.133144,9.83,13.775414,23.629999,12.961105,NaN,NaN,4.59,NaN,2.22,16.255604,NaN,NaN,8.169941,19.8234,16.67494,20.736673,18.544397,54.041737,5.2,26.647316,10.750867,39.127556,7.595311,13.448791,7.101495,NaN,8.231492,NaN,15.339226,0.6684,NaN,NaN,NaN,22.382208,33.038258,21.839437,19.055719,0.4644,4.135019,9.22,47.639492,40.799999,8.436946,9.141678,16.873131,11.843995,7.639933,15.404743,9.121918,16.322979,24.110222,25.863697,5.914255,4.04,10.21,12.675112,2.914969,NaN,4.52,21.263712,15.911922,NaN,2.011654,37.350769,NaN,9.681718,9.722878,13.314231,13.786057,7.341561,15.603174,10.808546,25.293051,17.085083,19.007107,11.66626,NaN,14.66,17.841434,4.81,8.26798,NaN,18.50589,30.768328,20.361254,NaN,12.807407,39.12381,18.199965,30.854214,7.235254,NaN,7.832471,12.558518,14.274343,16.377127,3.095713,34.352272,4.932268,21.040199,9.05,12.81,12.769679,25.365211,9.45,NaN,10.931286,7.400425,4.381429,11.242371,28.875151,24.445656,15.004881,14.44125,18.286922,7.41904,28.388756,NaN,23.996897,33.438881,8.45,3.75,19.5,11.337481,32.255196,NaN,27.27067,5.179201,0.1,0.763326,25.125902,14.293612,51.516624,14.121146,25.345583,NaN,19.362541,40.343395,13.682898,NaN
2012-08-01,3.44,34.79837,1.08,NaN,31.739189,15.489772,43.87833,17.564215,6.618238,20.974043,23.396452,5.031984,10.02924,17.252155,5.406973,8.84,15.958575,9.915332,7.11311,19.465584,6.57,3.287508,NaN,7.101347,31.264025,50.111996,21.189964,15.695868,5.885593,6.736121,42.815395,38.909698,NaN,36.718964,3.77,13.770178,8.922875,18.681236,4.340839,31.591696,5.470949,18.740513,2.342648,13.05,6.611131,22.775007,10.248304,NaN,NaN,15.104793,16.444185,13.931845,7.69,54.721767,6.610025,25.276518,39.510818,76.529282,27.89513,14.00386,9.688312,7.44901,91.784653,63.207756,26.332346,14.069957,27.145987,23.069822,24.009274,24.799999,26.135784,8.572013,NaN,6.353817,8.22,19.562317,NaN,19.799999,5.241299,10.28939,16.612087,12.728954,25.804533,15.689413,29.679117,6.007521,11.733365,10.35896,NaN,14.590141,321.600677,18.421623,46.944401,19.450001,12.694106,NaN,24.730417,18.506069,4.65,37.090008,10.03,14.386176,25.74,13.703573,NaN,NaN,4.38,NaN,2.62,16.323082,NaN,NaN,8.131358,22.288216,16.942913,21.702332,20.842739,50.355171,5.84,25.711363,12.373097,40.994698,7.64427,14.16574,5.940193,NaN,8.604758,NaN,15.365853,0.710175,NaN,NaN,NaN,23.804718,32.968781,19.777044,19.451729,0.55728,4.308516,10.12,51.280731,38.82,8.648457,10.101551,17.855295,13.622686,7.388376,15.85041,9.192526,17.153973,25.730415,25.631651,5.969821,4.6,10.92,12.736839,3.29808,NaN,4.38,20.446939,15.941426,NaN,2.478815,37.95454,NaN,11.012347,11.370899,15.354383,13.300473,6.706765,14.938616,12.189238,22.55032,17.433609,19.043922,11.939062,NaN,14.59,17.92804,4.42,8.263296,NaN,16.027971,31.128365,19.713743,NaN,12.439918,42.479725,17.860048,30.27042,7.969138,NaN,8.159672,12.947721,14.765265,17.302011,3.644321,30.39255,5.986047,20.951681,9.58,14.64,13.984149,25.489309,8.5,NaN,10.400438,7.468949,4.348733,11.111645,30.047487,23.67223,15.308688,17.108498,17.778221,7.533177,26.952219,NaN,23.608765,32.509014,7.92,3.75,18.0,10.311295,31.111481,NaN,26.538027,5.452958,0.1,0.859746,26.304129,14.655695,55.185818,14.390978,31.25099,NaN,19.541965,40.628643,15.514032,NaN
