Ticker,Sharpe Ratio
CTC-A.TO,1.8338338481336278
CAE.TO,1.7260714333293439
AX-UN.TO,1.5017517020812736
CCO.TO,1.4398777507665477
PBH.TO,1.4304229465581946
CAS.TO,1.3862261550139812
AQN.TO,1.364102812707922
MSI.TO,1.3396031800153736
CP.TO,1.300979402210755
ARE.TO,1.2725895144321357
BB.TO,1.2442836621037305
DSG.TO,1.242799270498385
IFC.TO,1.2323121835865285
