Ticker,Sharpe Ratio
MKTX,1.495197641261836
JKHY,1.4755887535601067
TTC,1.42291163368759
ROL,1.4174717536002226
AGCO,1.3767121757146377
DPZ,1.3237769221576983
ULTI,1.2802210595872028
SCI,1.2256744467465384
